Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Velas,VLX,0.027491777,1336792.817,34280835.75,66177035.52,0.0059,25.3706,349,66,2407157401,2414360675
AXEL,AXEL,0.232954852,14306.73818,458353.5045,65950151.74,0,43.5608,350,3,283102718,770933110.5
DODO,DODO,0.148730622,10912429.21,181880680.9,65499140.01,0.0059,57.7282,351,120,440387723.7,1000000000
Beta Finance,BETA,0.100548789,5565495.886,134932403.7,65052019.42,0.0058,46.7913,352,56,646969697,1000000000
Automata Network,ATA,0.195309615,15501694.56,378542556.7,65014141.45,0.0058,112.2596,353,59,332877320.5,1000000000
RichQUACK.com,QUACK,1.47E-09,955869.1728,90910878.76,64867886.67,0,31.2819,354,27,4.41E+16,4.68E+16
Loom Network,LOOM,0.057978324,72785111.68,1189875263,64786469.65,0.0058,44.0456,355,62,1117425698,1300000000
Ark,ARK,0.372665422,11715104.38,218918090.1,63269933.84,0,55.9046,356,29,169776776,169776776
Yield Guild Games,YGG,0.315732141,32598284.86,370132264,63068602.25,0.0057,91.3968,357,108,199753506.3,1000000000
MaidSafeCoin,MAID,0.139043499,3187.499588,129690.3915,62924470.96,0,28.7448,358,4,452552412,452552412
Akash Network,AKT,0.550085908,1170475.027,34680114.78,62633498.9,0.0056,181.8547,359,29,113861304.1,162863559.1
Aergo,AERGO,0.145210097,16989179.53,130634672.3,62440341.77,0.0056,61.815,360,34,429999999.8,500000000
Meter Governance,MTRG,3.669891579,620068.9103,16876408.5,62060890.59,0,98.5043,361,22,16910824,43879921
Dero,DERO,4.660767499,238686.1888,6210803.05,61958360.18,0,17.3298,362,11,13293596,18400000
Ampleforth Governance Token,FORTH,4.08011916,3023661.471,42509526.07,61694611.65,0.0055,42.275,363,74,15120786.73,15297897.14
Wrapped Velas,WVLX,0.026993738,31622.71366,905532.5105,61523470.68,0,23.3297,364,37,2279175680,2279175680
MovieBloc,MBL,0.003928501,50020902.68,558495946.4,61200955.5,0.0055,71.2347,365,27,15578706221,30000000000
Sologenic,SOLO,0.1528126,691101.5071,11755396.99,61117047.79,0.0055,-10.2014,366,31,399947699,399947699
Decimal,DEL,0.022985138,362655.6112,11180232.05,61084529.38,0,-15.1247,367,16,2657566366,0
HI,HI,0.020865782,596407.8697,14303190.04,60483606.24,0,-25.7745,368,16,2898698243,9833337402
Efinity Token,EFI,0.099003496,2043532.067,29660365.41,60392211.51,0.0054,34.1189,369,59,610000794.6,2000000000
Rakon,RKN,0.24823889,52460.92155,1443440.061,60286587.67,0,-13.8752,370,6,242857143,285714286
cVault.finance,CORE,6020.469271,22293.81711,607922.5735,60204692.71,0,1.7252,371,9,10000,10000
Metadium,META,0.035462548,27684820.8,117507124.6,59838425.59,0,98.9844,372,9,1687369624,2000000000
RSK Infrastructure Framework,RIF,0.063024766,4659056.191,81349011.3,59666806.61,0.0054,52.8127,373,26,946720002.5,1000000000
Gods Unchained,GODS,0.301725803,9979743.358,112512785.8,59559559.43,0.0053,54.7379,374,44,197396307.9,500000000
Badger DAO,BADGER,3.129888449,4776836.375,142054991.3,59325276.6,0.0053,47.6916,375,113,18954438.01,21000000
Dawn Protocol,DAWN,0.792990254,6559010.388,167794587.8,59049437.31,0,42.6627,376,13,74464266.1,76588156.83
Venus BUSD,vBUSD,0.021881017,0,0,58964318.68,0,0.4194,377,2,2694770470,2694770470
SuperVerse,SUPER,0.145118622,5383409.427,85634640.03,58603202.95,0.0053,80.5489,378,85,403829654.4,999998077.4
SOMESING,SSX,0.02135638,10993994.79,131211230.6,58361282.48,0,57.5549,379,18,2732732879,6000000000
Utrust,UTK,0.116287488,10550205.41,128653773.3,58143743.83,0.0052,53.2254,381,53,500000000,500000000
Cortex,CTXC,0.279420968,17101744.34,319801544.4,58180740.36,0.0052,75.6614,380,34,208218949.6,299792458
Sun (New),SUN,0.006365698,8587520.943,157329136.1,58134060.92,0.0052,23.1165,382,71,9132393972,19900730000
Moonriver,MOVR,9.227549254,5553332.193,79513714.63,57832179.32,0.0052,49.2751,383,38,6267339,10673140
Wrapped NXM,WNXM,19.4394452,27615499.84,164765777.7,56302348.49,0.0051,143.0068,384,74,2896294,2896294
Rally,RLY,0.012030393,9803244.224,332015420.2,56136517.51,0.005,54.0522,385,64,4666224679,15000000000
Vai,VAI,0.974835947,74587.40503,2379186.097,56051657.35,0,-0.2011,386,59,57498554,57498554
Cobak Token,CBK,0.784289317,16559577.74,440917946.6,55498270.41,0,78.3628,387,10,70762497,100000000
Toko Token,TKO,0.34442527,8573131.547,144623548.5,55302183.06,0.005,50.747,388,58,160563663.1,500000000
UFO Gaming,UFO,2.12E-06,4994385.693,429040295.5,54671324.93,0,87.4854,389,37,2.57576E+13,2.57576E+13
ARPA,ARPA,0.043961789,15794685.48,327833327.8,54639619.05,0.0049,65.2106,390,93,1242888889,1500000000
Verge,XVG,0.003303873,1697581.151,17602549.69,54568374.69,0.0049,22.8897,391,55,16516487725,16517039550
Krypton DAO,KRD,0.531219396,3349.590575,97536.80149,54427212.06,0,3.5158,392,4,102457125,10000000000
Qredo,QRDO,0.21663934,3223013.669,24254160.88,54332352.9,0.0049,112.6518,393,53,250796336.7,860000000
SuperRare,RARE,0.162713387,5995101.838,278591359.6,54169002.28,0.0049,62.7433,394,68,332910545.6,1000000000
Opulous,OPUL,0.236188706,1446420.271,55495539.74,53748071.96,0,401.8211,397,28,227564106.5,500000000
Revain,REV,0.000632114,255090.272,11070541.61,53768578.16,0.0048,15.3466,395,23,85061485690,85061485690
Strike,STRK,14.99106428,10569257.46,324520865.7,53758581.31,0.0048,66.4528,396,14,3586041.679,6540888
Litentry,LIT,1.348027519,54993243.42,1074669277,53408018.08,0.0048,88.4183,398,54,39619382.63,100000000
Electroneum,ETN,0.002971136,99017.65429,1091001.374,53300857.57,0,45.882,399,24,17939555619,17939555619
Cocos-BCX,COCOS,0.749749054,8443885.117,205344676.6,53270980.84,0,47.8465,400,42,71051748,71051748
Chainbing,CBG,1.601620774,12580.68643,420912.3099,52853485.54,0,23.8395,401,4,33000000,10000000000
Raydium,RAY,0.295569201,10535268.07,125302587.6,52623944.3,0.0047,112.925,402,125,178042719.3,554999901.3
ThunderCore,TT,0.005186329,41407755.65,641347845.2,52487249.41,0.0047,66.4722,405,26,10120309455,10120309455
Kepple,QLC,0.087613001,7163230.311,263982187,52567800.44,0,190.4728,403,8,600000000,600000000
Vega Protocol,VEGA,1.27023212,719049.4499,21824708.09,52366253.25,0.0047,40.9342,406,27,41225735.38,64999723
Hifi Finance (Old),MFT,0.005253309,617967.4075,18449897.78,52533088.65,0.0047,-1.8722,404,49,10000000000,10000000000
Star Atlas DAO,POLIS,0.340492309,327579.5729,4376046.246,52097314.87,0,1.0595,407,23,153005849.2,360000000
MARBLEX,MBX,1.434545237,1343258.354,65973343.41,51775282.47,0.0046,20.6153,408,12,36091774,999991824
Sweat Economy,SWEAT,0.013159878,5901466.042,118664716.6,51510346.68,0.0046,28.1012,409,37,3914196440,22221125152
Telos,TLOS,0.190117208,2608713.962,75598913.87,51355115.01,0.0046,65.6616,410,35,270123443.8,355208370.7
Ampleforth,AMPL,1.111907811,905249.322,54515512.64,51182353.95,0.0046,-18.1829,411,50,46031112.88,46143293.06
Seedify.fund,SFUND,1.068785696,3594462.113,108183997.3,50672599.63,0.0045,35.5227,414,42,47411375.17,100000000
BakeryToken,BAKE,0.26245625,26568181.81,516132023.3,50792967.27,0.0046,102.1774,412,142,193529273.3,289770576.7
Ankr Staked ETH,ankrETH,1730.912934,1939578.642,61628619.33,50767676.37,0,48.7857,413,15,29330,54973
Virtua,TVK,0.052316017,14826374.87,560277020.5,50607769.75,0.0045,74.8139,415,48,967347529.4,1200000000
ZEON,ZEON,0.001652779,20677.54423,618866.358,50457868.4,0,-66.4731,416,7,30529103436,50000000000
SingularityDAO,SDAO,0.887571801,13120868.09,312866941.8,50342799.16,0.0045,399.1654,417,34,56719692,100000000
Enzyme,MLN,24.62871643,1345133.238,18997209.32,50206081.78,0.0045,29.5994,418,79,2038518.001,2070262.617
DFI.Money,YFII,1300.521635,24617722.49,312940448.2,50194933.02,0.0045,12.7896,419,118,38596,39375
sUSD,SUSD,1.001582231,4005087.265,104236439.7,50066614.8,0.0045,0.478,420,129,49987522.98,49987522.98
DeFi Pulse Index,DPI,89.54988958,290021.2552,7994063.446,50056904.05,0,55.15,421,35,558983.4258,558983.4258
NuNet,NTX,0.098560443,2084883.108,55901183.64,49682807.94,0,977.9448,422,12,504084665,1000000000
Defigram,DFG,4.910140018,773.627246,22069.5462,49101400.18,0,65.1433,423,4,10000000,1000000000
Aavegotchi,GHST,1.087069326,3963611.73,110310519.3,49022817.57,0.0044,11.1439,424,126,45096312.08,46860475.58
Flamingo,FLM,0.109222749,2578936.341,48219763.82,48918786.7,0.0044,50.7335,425,37,447880933.1,447880933.1
League of Kingdoms Arena,LOKA,0.661063781,16304894.19,209775191.3,48835995.01,0.0044,85.9697,426,45,73874861.15,157817308
Carry,CRE,0.005456155,87474187.41,255427859.8,47964023.54,0,106.172,427,13,8790810727,10000000000
Wirex Token,WXT,0.004728126,272380.6151,10113213.18,47281263.9,0.0042,29.0876,428,20,10000000000,10000000000
